id,city,institution,money,dropoff_day,email,wallet_recovery,wallet_totalrecovery,male,age40,computer,coworkers,other_bystanders,security_cam,security_guard,english,understood_situation,busy,hotel,bank,cultural,public,postal,name_owner,record,o_male,o_age40,o_computer,o_coworkers,o_other_bystanders,o_employees_handle,o_security_cam,o_security_guard,o_english,o_understood_situation,o_busy,revisit_day,r_employees_handle,r_hnsty_nocontact,r_hnsty_takeaway,r_knwres,keymissing,cardmissing,notemissing,moneymissing,wcovermissing,wavialabel,rice,cis
451_010,Harbin,Bank,Money,31Oct2019,0,0,0,1,smaller than 40,1,1,0,1,1,0,2,0,0,1,0,0,0,Chang Wei,0,,,,,,,1,0,,,,08Nov2019,,,,,1,1,1,1,1,0,9.66,4.34
451_011,Harbin,Bank,Money,30Oct2019,0,0,0,0,smaller than 40,1,0,1,1,1,0,4,3,0,1,0,0,0,Wang Lei,0,,,,,,,1,0,,,,06Nov2019,9,6,6,0,1,1,1,1,1,0,9.66,4.34
451_012,Harbin,Hotel,Money,29Oct2019,100,100,100,1,smaller than 40,1,0,1,1,0,0,5,2,1,0,0,0,0,Wang Lei,0,,,,,,,1,0,,,,05Nov2019,1,6,6,0,0,0,0,0,0,0,9.66,4.34
451_013,Harbin,Bank,Money,29Oct2019,0,0,0,1,40+,0,1,1,1,1,0,3,0,0,1,0,0,0,Chang Wei,1,1,40+,0,1,0,1,1,0,0,5,0,05Nov2019,1,3,6,0,1,1,1,1,1,0,9.66,4.34
451_014,Harbin,Hotel,Money,30Oct2019,0,100,100,0,40+,1,1,1,1,0,0,5,2,1,0,0,0,0,Li Qiang,0,,,,,,,1,0,,,,06Nov2019,1,2,5,0,0,0,0,0,0,0,9.66,4.34
451_015,Harbin,Hotel,Money,29Oct2019,0,0,0,0,smaller than 40,1,1,1,1,0,0,4,2,1,0,0,0,0,Li Qiang,0,,,,,,,1,0,,,,05Nov2019,9,,4,0,1,1,1,1,1,0,9.66,4.34
451_016,Harbin,Hotel,Money,31Oct2019,0,100,100,0,smaller than 40,1,1,0,1,0,0,3,0,1,0,0,0,0,Li Qiang,0,,,,,,,1,0,,,,08Nov2019,3 or more,4,6,0,0,0,0,0,0,0,9.66,4.34
451_017,Harbin,Hotel,Money,30Oct2019,0,0,0,0,smaller than 40,1,1,1,1,0,0,3,1,1,0,0,0,0,Wang Lei,1,0,smaller than 40,1,1,1,1,1,0,0,5,6,06Nov2019,9,0,6,0,1,1,1,1,1,0,9.66,4.34
451_018,Harbin,Hotel,Money,31Oct2019,0,100,100,1,smaller than 40,1,1,0,1,0,0,2,0,1,0,0,0,0,Wang Lei,0,,,,,,,1,0,,,,08Nov2019,3 or more,0,0,0,0,0,0,0,0,0,9.66,4.34
451_019,Harbin,Hotel,Money,31Oct2019,0,100,100,0,smaller than 40,1,1,0,0,0,0,0,2,1,0,0,0,0,Li Qiang,1,0,smaller than 40,1,1,0,2,1,0,0,3,1,08Nov2019,3 or more,6,6,0,0,0,0,0,0,0,9.66,4.34
451_020,Harbin,Hotel,Money,31Oct2019,100,100,100,0,smaller than 40,1,1,0,1,0,0,3,0,1,0,0,0,0,Chang Wei,1,0,smaller than 40,1,1,1,2,1,0,0,0,0,08Nov2019,3 or more,6,6,0,0,0,0,0,0,0,9.66,4.34
451_021,Harbin,Hotel,No Money,06Nov2019,0,100,100,0,smaller than 40,1,1,0,0,0,0,3,0,1,0,0,0,0,Wang Lei,0,,,,,,,1,0,,,,14Nov2019,3 or more,6,6,0,0,0,0,,0,0,9.66,4.34
451_022,Harbin,Postal Office,No Money,06Nov2019,100,100,100,0,smaller than 40,0,1,1,1,0,0,5,0,0,0,0,0,1,Li Qiang,1,0,40+,1,1,1,2,1,0,0,6,0,14Nov2019,2,4,6,0,0,0,0,,0,0,9.66,4.34
451_023,Harbin,Postal Office,No Money,01Nov2019,0,100,100,0,smaller than 40,1,1,0,0,0,0,3,2,0,0,0,0,1,Chang Wei,0,,,,,,,1,0,,,,08Nov2019,3 or more,3,6,0,0,0,0,,0,0,9.66,4.34
451_024,Harbin,Postal Office,Money,06Nov2019,0,0,0,1,smaller than 40,1,1,0,1,0,0,6,2,0,0,0,0,1,Li Qiang,0,,,,,,,1,0,,,,14Nov2019,9,0,4,0,1,1,1,1,1,0,9.66,4.34
451_025,Harbin,Postal Office,No Money,31Oct2019,0,100,100,0,40+,1,1,0,1,1,0,3,0,0,0,0,0,1,Wang Lei,1,0,smaller than 40,0,1,0,3 or more,1,1,0,6,0,08Nov2019,2,4,6,0,0,0,0,,0,0,9.66,4.34
451_026,Harbin,Postal Office,No Money,06Nov2019,0,100,100,0,smaller than 40,1,1,1,1,0,0,4,6,0,0,0,0,1,Chang Wei,1,0,smaller than 40,1,1,1,1,1,0,0,6,6,14Nov2019,9,2,6,0,0,0,0,,0,0,9.66,4.34
451_027,Harbin,Postal Office,Money,31Oct2019,0,100,100,0,40+,1,1,1,1,0,0,4,3,0,0,0,0,1,Wang Lei,1,0,smaller than 40,1,1,1,2,1,0,0,6,0,08Nov2019,9,,,0,0,0,0,0,0,0,9.66,4.34
451_028,Harbin,Postal Office,Money,31Oct2019,0,0,0,0,smaller than 40,1,1,0,1,0,0,3,3,0,0,0,0,1,Wang Lei,0,,,,,,,1,0,,,,08Nov2019,2,0,,0,0,1,1,0,1,0,9.66,4.34
451_029,Harbin,Postal Office,No Money,30Oct2019,100,100,100,1,smaller than 40,1,1,1,1,1,0,2,2,0,0,0,0,1,Chang Wei,1,1,40+,1,1,1,2,1,0,1,6,6,06Nov2019,1,3,6,0,0,0,0,,0,0,9.66,4.34
451_030,Harbin,Postal Office,Money,30Oct2019,0,0,0,0,40+,1,1,0,1,1,0,5,4,0,0,0,0,1,Wang Lei,1,0,smaller than 40,1,1,0,2,1,0,0,6,6,08Nov2019,9,1,6,0,1,1,1,1,1,0,9.66,4.34
451_031,Harbin,Cultural Attractions,No Money,29Oct2019,0,100,100,0,smaller than 40,1,0,0,0,0,1,6,1,0,0,1,0,0,Wang Lei,1,0,smaller than 40,1,0,1,1,1,0,1,6,0,05Nov2019,1,6,6,0,0,0,0,,0,0,9.66,4.34
451_032,Harbin,Cultural Attractions,No Money,31Oct2019,0,100,100,1,40+,,0,0,0,1,0,4,2,0,0,1,0,0,Li Qiang,0,,,,,,,1,0,,,,08Nov2019,1,,6,0,0,0,0,,0,0,9.66,4.34
451_033,Harbin,Cultural Attractions,Money,29Oct2019,0,100,100,0,smaller than 40,1,1,1,1,1,0,4,1,0,0,1,0,0,Chang Wei,0,,,,,,,1,0,,,,05Nov2019,3 or more,4,6,0,0,0,0,0,0,0,9.66,4.34
451_034,Harbin,Cultural Attractions,No Money,31Oct2019,0,100,100,0,smaller than 40,0,0,0,0,0,0,2,0,0,0,1,0,0,Chang Wei,0,,,,,,,1,0,,,,08Nov2019,9,,,0,0,0,0,,0,0,9.66,4.34
451_035,Harbin,Cultural Attractions,No Money,31Oct2019,0,100,100,0,40+,0,1,1,0,0,0,2,0,0,0,1,0,0,Li Qiang,1,0,40+,0,1,1,2,1,0,0,4,1,08Nov2019,2,3,6,0,0,0,0,,0,0,9.66,4.34
451_036,Harbin,Cultural Attractions,No Money,06Nov2019,0,100,100,1,40+,0,1,0,0,0,0,6,0,0,0,1,0,0,Chang Wei,1,1,40+,0,1,1,3 or more,1,0,0,6,4,14Nov2019,2,6,6,0,0,0,0,,0,0,9.66,4.34
451_037,Harbin,Cultural Attractions,No Money,29Oct2019,100,100,100,0,smaller than 40,1,1,1,1,0,0,4,2,0,0,1,0,0,Wang Lei,0,,,,,,,1,0,,,,05Nov2019,2,0,6,0,0,0,0,,0,0,9.66,4.34
451_038,Harbin,Cultural Attractions,No Money,31Oct2019,0,100,100,1,40+,0,0,0,0,0,0,3,0,0,0,1,0,0,Li Qiang,1,1,40+,0,0,0,1,1,0,0,5,0,08Nov2019,1,6,6,0,0,0,0,,0,0,9.66,4.34
451_039,Harbin,Cultural Attractions,No Money,30Oct2019,0,100,100,0,smaller than 40,0,1,1,0,0,0,5,0,0,0,1,0,0,Li Qiang,0,,,,,,,1,0,,,,09Nov2019,3 or more,6,6,0,0,0,0,,0,0,9.66,4.34
451_040,Harbin,Public Place,Money,30Oct2019,0,100,100,0,40+,1,,0,1,0,0,3,2,0,0,0,1,0,Li Qiang,1,0,smaller than 40,1,0,1,1,1,1,0,6,6,06Nov2019,9,4,6,0,0,0,0,0,0,0,9.66,4.34
451_041,Harbin,Public Place,Money,01Nov2019,0,0,0,1,40+,1,1,0,0,1,0,2,0,0,0,0,1,0,Li Qiang,0,,,,,,,1,1,,,,08Nov2019,2,4,6,0,1,1,1,1,1,0,9.66,4.34
451_042,Harbin,Public Place,Money,30Oct2019,100,100,100,1,40+,0,1,0,0,0,0,4,0,0,0,0,1,0,Chang Wei,0,,,,,,,0,0,,,,06Nov2019,3 or more,6,6,0,0,0,0,0,0,0,9.66,4.34
451_043,Harbin,Public Place,No Money,31Oct2019,100,100,100,1,smaller than 40,0,1,0,0,0,1,6,0,0,0,0,1,0,Chang Wei,0,,,,,,,1,0,,,,08Nov2019,2,4,6,0,0,0,0,,0,0,9.66,4.34
451_044,Harbin,Public Place,No Money,29Oct2019,0,100,100,0,smaller than 40,1,1,1,1,1,1,6,0,0,0,0,1,0,Wang Lei,0,,,,,,,1,0,,,,05Nov2019,3 or more,4,6,0,0,0,0,,0,0,9.66,4.34
451_045,Harbin,Public Place,Money,30Oct2019,0,100,100,1,40+,0,1,1,0,1,0,4,1,0,0,0,1,0,Wang Lei,0,,,,,,,1,1,,,,06Nov2019,,,,,0,0,0,0,0,0,9.66,4.34
451_046,Harbin,Public Place,No Money,30Oct2019,0,0,0,0,smaller than 40,1,1,1,1,1,0,3,3,0,0,0,1,0,Li Qiang,1,0,40+,1,1,0,3 or more,1,0,0,5,6,06Nov2019,9,5,6,0,1,1,1,,1,0,9.66,4.34
451_047,Harbin,Public Place,No Money,30Oct2019,100,100,100,0,40+,1,1,0,1,0,0,4,3,0,0,0,1,0,Wang Lei,1,0,40+,1,1,0,3 or more,1,0,0,6,2,06Nov2019,1,3,6,0,0,0,0,,0,0,9.66,4.34
451_048,Harbin,Public Place,No Money,31Oct2019,0,100,100,0,smaller than 40,1,1,0,0,0,0,3,2,0,0,0,1,0,Wang Lei,0,,,,,,,0,0,,,,08Nov2019,2,6,6,0,0,0,0,,0,0,9.66,4.34
451_049,Harbin,Public Place,Money,31Oct2019,0,100,100,0,smaller than 40,1,1,0,0,0,0,2,0,0,0,0,1,0,Wang Lei,0,,,,,,,1,0,,,,08Nov2019,1,6,6,0,0,0,0,0,0,0,9.66,4.34
451_050,Harbin,Public Place,Money,31Oct2019,100,100,100,1,smaller than 40,1,1,1,1,1,0,4,6,0,0,0,1,0,Chang Wei,1,1,40+,1,1,1,1,1,0,0,6,5,08Nov2019,1,0,,0,0,0,0,0,0,0,9.66,4.34
25_001,Nanjing,Hotel,Money,19Sep2019,0,0,0,0,smaller than 40,1,,,1,0,0,6,0,1,0,0,0,0,Wang Lei,0,,,,,,,1,0,,,,26Sep2019,9,6,6,0,1,1,1,1,1,0,60.02,4.2
25_002,Nanjing,Hotel,Money,19Sep2019,0,100,100,0,smaller than 40,1,1,,,0,0,6,0,1,0,0,0,0,Wang Lei,0,,,,,,,1,0,,,,26Sep2019,3 or more,0,6,0,0,0,0,0,0,0,60.02,4.2
25_003,Nanjing,Postal Office,Money,19Sep2019,0,100,100,0,smaller than 40,1,,,1,1,1,6,3,0,0,0,0,1,Li Qiang,1,0,smaller than 40,0,0,0,1,1,0,1,6,0,26Sep2019,2,4,6,0,0,0,0,0,0,0,60.02,4.2
25_004,Nanjing,Hotel,Money,19Sep2019,100,100,100,0,smaller than 40,1,,,1,0,0,6,1,1,0,0,0,0,Chang Wei,0,,,,,,,1,0,,,,26Sep2019,2,3,6,0,0,0,0,0,0,0,60.02,4.2
25_005,Nanjing,Bank,Money,19Sep2019,0,0,0,0,smaller than 40,0,1,,1,1,0,6,3,0,1,0,0,0,Li Qiang,0,,,,,,,1,0,,,,26Sep2019,,,,,1,1,1,1,1,0,60.02,4.2
25_006,Nanjing,Bank,No Money,19Sep2019,100,100,100,0,smaller than 40,1,,,1,,1,6,2,0,1,0,0,0,Wang Lei,1,0,smaller than 40,1,1,0,2,1,1,1,6,0,26Sep2019,2,3,6,0,0,0,0,,0,0,60.02,4.2
25_007,Nanjing,Bank,Money,16Sep2019,0,100,100,0,smaller than 40,0,1,,1,1,0,6,4,0,1,0,0,0,Li Qiang,1,0,smaller than 40,0,1,0,3 or more,1,0,0,2,1,23Sep2019,,,,,0,0,0,0,0,0,60.02,4.2
25_008,Nanjing,Bank,No Money,16Sep2019,100,100,100,0,smaller than 40,1,,0,1,1,0,6,1,0,1,0,0,0,Li Qiang,0,,,,,,,1,0,,,,23Sep2019,2,0,6,0,0,0,0,,0,0,60.02,4.2
25_009,Nanjing,Bank,Money,16Sep2019,0,100,100,1,smaller than 40,1,1,,1,1,0,6,4,0,1,0,0,0,Li Qiang,1,1,smaller than 40,0,1,0,3 or more,1,0,0,4,3,23Sep2019,3 or more,0,6,0,0,0,0,0,0,0,60.02,4.2
25_010,Nanjing,Hotel,No Money,16Sep2019,0,0,0,0,smaller than 40,1,1,,1,0,0,6,5,1,0,0,0,0,Chang Wei,0,,,,,,,1,0,,,,23Sep2019,,,,,1,1,1,,1,0,60.02,4.2
25_011,Nanjing,Public Place,Money,20Sep2019,0,100,100,0,smaller than 40,1,1,,1,1,0,6,1,0,0,0,1,0,Wang Lei,0,,,,,,,1,1,,,,27Sep2019,1,3,6,0,0,0,0,0,0,0,60.02,4.2
25_012,Nanjing,Cultural Attractions,Money,18Sep2019,100,100,100,1,40+,0,,,0,0,0,6,0,0,0,1,0,0,Li Qiang,0,,,,,,,1,0,,,,25Sep2019,2,0,1,0,0,0,0,0,0,0,60.02,4.2
25_013,Nanjing,Hotel,Money,18Sep2019,100,100,100,0,smaller than 40,1,1,1,1,,1,6,4,1,0,0,0,0,Chang Wei,1,0,smaller than 40,1,1,0,1,1,0,1,6,2,25Sep2019,3 or more,0,6,0,0,0,0,0,0,0,60.02,4.2
25_014,Nanjing,Public Place,Money,20Sep2019,0,0,0,1,40+,1,1,,1,1,0,6,0,0,0,0,1,0,Li Qiang,0,,,,,,,1,1,,,,27Sep2019,9,2,6,0,1,1,1,1,1,0,60.02,4.2
25_015,Nanjing,Cultural Attractions,No Money,20Sep2019,100,100,100,1,smaller than 40,1,,,1,0,0,6,4,0,0,1,0,0,Chang Wei,1,1,smaller than 40,1,0,1,1,1,0,0,6,0,27Sep2019,3 or more,0,6,0,0,0,0,,0,0,60.02,4.2
25_016,Nanjing,Public Place,No Money,20Sep2019,0,0,0,0,smaller than 40,1,1,,1,1,0,6,3,0,0,0,1,0,Li Qiang,0,,,,,,,1,0,,,,27Sep2019,9,0,6,0,1,1,1,,1,0,60.02,4.2
25_017,Nanjing,Hotel,Money,18Sep2019,0,100,100,0,smaller than 40,1,,,1,0,0,6,0,1,0,0,0,0,Wang Lei,1,0,smaller than 40,1,0,0,1,1,0,0,5,0,25Sep2019,3 or more,3,6,0,0,0,0,0,0,0,60.02,4.2
25_018,Nanjing,Hotel,No Money,18Sep2019,0,0,0,0,smaller than 40,1,1,,1,0,0,6,3,1,0,0,0,0,Wang Lei,1,0,smaller than 40,1,1,0,2,1,0,0,5,0,25Sep2019,,,,,1,1,1,,1,0,60.02,4.2
25_019,Nanjing,Postal Office,No Money,18Sep2019,100,100,100,1,smaller than 40,1,1,0,1,1,0,6,3,0,0,0,0,1,Wang Lei,1,1,smaller than 40,1,1,0,2,1,0,0,3,1,25Sep2019,1,0,6,0,0,0,0,,0,0,60.02,4.2
25_020,Nanjing,Hotel,Money,19Sep2019,0,0,0,1,smaller than 40,1,1,,1,0,1,6,3,1,0,0,0,0,Chang Wei,0,,,,,,,1,0,,,,26Sep2019,9,0,4,0,1,1,1,1,1,0,60.02,4.2
25_021,Nanjing,Public Place,No Money,18Sep2019,0,100,100,1,smaller than 40,1,1,,1,1,0,6,5,0,0,0,1,0,Chang Wei,1,1,smaller than 40,1,0,0,1,1,0,0,3,1,25Sep2019,,,,,0,0,0,,0,0,60.02,4.2
25_022,Nanjing,Bank,No Money,20Sep2019,0,0,0,0,smaller than 40,0,,,1,1,0,6,5,0,1,0,0,0,Li Qiang,0,,,,,,,1,0,,,,27Sep2019,,,,,1,1,1,,1,0,60.02,4.2
25_023,Nanjing,Cultural Attractions,Money,20Sep2019,0,0,0,1,smaller than 40,0,,,,0,0,6,0,0,0,1,0,0,Wang Lei,0,,,,,,,1,0,,,,27Sep2019,,,,,1,1,1,1,1,0,60.02,4.2
25_024,Nanjing,Public Place,No Money,18Sep2019,0,100,100,1,smaller than 40,1,1,0,1,1,0,6,2,0,0,0,1,0,Li Qiang,1,1,smaller than 40,1,1,0,3 or more,1,1,0,3,1,25Sep2019,,,,,0,0,0,,0,0,60.02,4.2
25_025,Nanjing,Bank,No Money,16Sep2019,100,100,100,0,smaller than 40,0,,,1,1,1,6,2,0,1,0,0,0,Chang Wei,1,0,smaller than 40,0,1,0,2,1,0,1,4,0,23Sep2019,2,1,6,0,0,0,0,,0,0,60.02,4.2
25_026,Nanjing,Hotel,No Money,16Sep2019,0,100,100,0,smaller than 40,1,1,,1,0,0,6,3,1,0,0,0,0,Wang Lei,0,,,,,,,1,0,,,,23Sep2019,,,,,0,0,0,,0,0,60.02,4.2
25_027,Nanjing,Bank,Money,16Sep2019,0,100,100,0,smaller than 40,1,1,,1,1,1,5,3,0,1,0,0,0,Li Qiang,1,0,smaller than 40,1,0,0,1,1,0,1,6,3,23Sep2019,,,,,0,0,0,0,0,0,60.02,4.2
25_028,Nanjing,Postal Office,Money,16Sep2019,0,100,100,0,smaller than 40,1,,,1,1,1,6,4,0,0,0,0,1,Chang Wei,0,,,,,,,1,0,,,,23Sep2019,2,0,6,0,0,0,0,0,0,0,60.02,4.2
25_029,Nanjing,Public Place,No Money,20Sep2019,0,100,0,0,smaller than 40,1,,,1,1,0,5,6,0,0,0,1,0,Chang Wei,0,,,,,,,1,0,,,,27Sep2019,2,0,6,0,1,0,0,,0,0,60.02,4.2
25_030,Nanjing,Bank,Money,16Sep2019,100,100,100,1,smaller than 40,,1,,1,1,0,6,5,0,1,0,0,0,Wang Lei,1,1,smaller than 40,0,0,0,1,1,0,0,3,0,23Sep2019,1,5,6,0,0,0,0,0,0,0,60.02,4.2
25_031,Nanjing,Hotel,No Money,20Sep2019,0,0,0,0,smaller than 40,1,1,1,,0,0,6,5,1,0,0,0,0,Wang Lei,1,0,smaller than 40,1,0,1,1,1,0,0,4,1,27Sep2019,9,0,4,0,1,1,1,,1,0,60.02,4.2
25_032,Nanjing,Bank,Money,16Sep2019,0,100,100,0,smaller than 40,0,1,,,1,1,6,2,0,1,0,0,0,Chang Wei,0,,,,,,,1,0,,,,23Sep2019,3 or more,0,6,0,0,0,0,0,0,0,60.02,4.2
25_033,Nanjing,Postal Office,No Money,18Sep2019,0,100,100,0,smaller than 40,1,1,1,,1,0,6,4,0,0,0,0,1,Chang Wei,1,0,smaller than 40,1,1,1,2,1,0,0,4,1,25Sep2019,,,,,0,0,0,,0,0,60.02,4.2
25_034,Nanjing,Public Place,Money,18Sep2019,100,100,100,0,smaller than 40,0,1,1,1,1,1,6,3,0,0,0,1,0,Chang Wei,1,0,smaller than 40,0,1,0,3 or more,1,0,1,5,1,25Sep2019,2,2,6,0,0,0,0,0,0,0,60.02,4.2
25_035,Nanjing,Public Place,No Money,20Sep2019,100,100,100,0,smaller than 40,1,1,,1,1,1,6,2,0,0,0,1,0,Chang Wei,0,,,,,,,1,0,,,,27Sep2019,,,,,0,0,0,,0,0,60.02,4.2
25_036,Nanjing,Postal Office,No Money,20Sep2019,0,100,100,0,smaller than 40,1,,,,0,0,6,1,0,0,0,0,1,Chang Wei,0,,,,,,,1,0,,,,27Sep2019,,,,,0,0,0,,0,0,60.02,4.2
25_037,Nanjing,Public Place,Money,16Sep2019,100,100,0,1,smaller than 40,0,1,,,1,0,6,5,0,0,0,1,0,Li Qiang,0,,,,,,,1,0,,,,23Sep2019,3 or more,0,0,0,0,1,0,0,0,0,60.02,4.2
25_038,Nanjing,Postal Office,No Money,20Sep2019,0,0,0,1,smaller than 40,0,1,,,0,0,6,6,0,0,0,0,1,Li Qiang,1,1,smaller than 40,0,1,0,2,1,0,0,5,1,27Sep2019,,,,,1,1,1,,1,0,60.02,4.2
25_039,Nanjing,Public Place,Money,16Sep2019,100,100,100,0,smaller than 40,,,,1,1,1,6,4,0,0,0,1,0,Wang Lei,0,,,,,,,1,0,,,,23Sep2019,,,,,0,0,0,0,0,0,60.02,4.2
25_040,Nanjing,Cultural Attractions,Money,16Sep2019,0,0,0,0,smaller than 40,1,,,,0,0,6,1,0,0,1,0,0,Li Qiang,1,0,smaller than 40,1,0,0,1,1,0,0,4,0,23Sep2019,,,,,1,1,1,1,1,0,60.02,4.2
25_041,Nanjing,Cultural Attractions,Money,16Sep2019,0,0,0,0,smaller than 40,1,,1,1,0,0,6,0,0,0,1,0,0,Chang Wei,0,,,,,,,1,0,,,,23Sep2019,3 or more,3,6,0,1,1,1,1,1,0,60.02,4.2
25_042,Nanjing,Cultural Attractions,No Money,18Sep2019,0,100,100,0,smaller than 40,1,1,,1,1,1,6,3,0,0,1,0,0,Li Qiang,1,0,smaller than 40,1,1,0,2,1,0,1,4,1,25Sep2019,9,0,6,0,0,0,0,,0,0,60.02,4.2
25_043,Nanjing,Postal Office,No Money,18Sep2019,0,0,0,0,smaller than 40,,,,1,0,0,5,0,0,0,0,0,1,Chang Wei,1,0,40+,1,0,0,1,1,0,0,2,0,25Sep2019,,,,,1,1,1,,1,0,60.02,4.2
25_044,Nanjing,Postal Office,Money,20Sep2019,0,0,0,0,smaller than 40,1,1,,,,1,6,5,0,0,0,0,1,Wang Lei,1,0,smaller than 40,1,0,1,1,1,0,1,6,1,27Sep2019,,,,,1,1,1,1,1,0,60.02,4.2
25_045,Nanjing,Cultural Attractions,No Money,20Sep2019,100,100,100,0,smaller than 40,1,1,,,0,0,6,5,0,0,1,0,0,Wang Lei,1,0,smaller than 40,1,1,0,2,1,0,0,5,0,27Sep2019,,,,,0,0,0,,0,0,60.02,4.2
25_046,Nanjing,Cultural Attractions,Money,19Sep2019,0,0,0,1,40+,1,,,1,1,0,6,0,0,0,1,0,0,Wang Lei,0,,,,,,,1,0,,,,26Sep2019,,,,,1,1,1,1,1,0,60.02,4.2
25_047,Nanjing,Postal Office,No Money,16Sep2019,0,100,0,0,smaller than 40,1,1,,1,,0,6,5,0,0,0,0,1,Chang Wei,1,0,smaller than 40,1,1,1,2,1,0,0,4,2,23Sep2019,9,0,6,0,0,1,0,,0,0,60.02,4.2
25_048,Nanjing,Cultural Attractions,No Money,18Sep2019,0,100,100,0,smaller than 40,0,1,,1,1,0,6,1,0,0,1,0,0,Li Qiang,0,,,,,,,1,0,,,,25Sep2019,1,6,6,0,0,0,0,,0,0,60.02,4.2
25_049,Nanjing,Cultural Attractions,No Money,19Sep2019,0,100,100,0,smaller than 40,1,1,,1,1,1,6,4,0,0,1,0,0,Wang Lei,0,,,,,,,1,0,,,,26Sep2019,9,6,6,0,0,0,0,,0,0,60.02,4.2
25_050,Nanjing,Postal Office,No Money,20Sep2019,100,0,0,1,smaller than 40,1,1,,,0,1,6,1,0,0,0,0,1,Wang Lei,1,1,smaller than 40,1,1,0,2,1,0,1,6,0,27Sep2019,2,4,6,0,1,1,1,,1,0,60.02,4.2
22_001,Tianjin,Hotel,No Money,03Sep2019,0,100,100,0,smaller than 40,1,0,1,1,0,0,0,1,1,0,0,0,0,Wang Lei,0,,,,,,,1,0,,,,10Sep2019,2,5,5,0,0,0,0,,0,0,11.38,4.09
22_002,Tianjin,Cultural Attractions,Money,06Sep2019,0,100,100,0,40+,1,1,1,,0,0,4,0,0,0,1,0,0,Li Qiang,1,0,40+,1,1,1,2,1,0,0,5,2,15Sep2019,2,,6,0,0,0,0,0,0,0,11.38,4.09
22_003,Tianjin,Bank,Money,05Sep2019,100,100,100,0,smaller than 40,1,1,1,1,1,1,6,6,0,1,0,0,0,Chang Wei,1,0,smaller than 40,0,1,1,3 or more,1,1,1,6,2,12Sep2019,2,4,4,0,0,0,0,0,0,0,11.38,4.09
22_004,Tianjin,Postal Office,No Money,03Sep2019,0,100,100,0,40+,1,1,0,1,0,0,6,3,0,0,0,0,1,Chang Wei,0,,,,,,,1,0,,,,10Sep2019,9,4,4,0,0,0,0,,0,0,11.38,4.09
22_005,Tianjin,Public Place,Money,05Sep2019,0,100,100,1,smaller than 40,0,1,1,1,1,0,6,0,0,0,0,1,0,Wang Lei,0,,,,,,,1,1,,,,12Sep2019,2,0,6,0,0,0,0,0,0,0,11.38,4.09
22_006,Tianjin,Hotel,No Money,06Sep2019,100,100,100,0,smaller than 40,1,1,1,1,0,0,6,1,1,0,0,0,0,Wang Lei,1,0,smaller than 40,1,1,0,2,1,0,0,5,3,16Sep2019,2,,4,0,0,0,0,,0,0,11.38,4.09
22_007,Tianjin,Postal Office,No Money,05Sep2019,0,100,100,0,40+,0,1,,1,1,0,6,1,0,0,0,0,1,Wang Lei,0,,,,,,,1,0,,,,12Sep2019,2,1,5,0,0,0,0,,0,0,11.38,4.09
22_008,Tianjin,Bank,Money,05Sep2019,0,0,0,1,smaller than 40,1,1,1,1,1,1,6,3,0,1,0,0,0,Li Qiang,1,1,smaller than 40,1,1,1,2,1,1,1,6,4,12Sep2019,,,,,1,1,1,1,1,0,11.38,4.09
22_010,Tianjin,Public Place,Money,04Sep2019,100,100,100,0,smaller than 40,1,1,1,1,0,0,3,2,0,0,0,1,0,Li Qiang,0,,,,,,,1,0,,,,11Sep2019,2,,4,0,0,0,0,0,0,0,11.38,4.09
22_011,Tianjin,Hotel,Money,06Sep2019,0,100,100,0,smaller than 40,1,1,1,1,0,0,6,1,1,0,0,0,0,Chang Wei,0,,,,,,,1,0,,,,16Sep2019,2,,,0,0,0,0,0,0,0,11.38,4.09
22_013,Tianjin,Public Place,Money,05Sep2019,0,0,0,1,40+,1,1,1,1,1,0,6,4,0,0,0,1,0,Wang Lei,0,,,,,,,1,0,,,,12Sep2019,,,,,1,1,1,1,1,0,11.38,4.09
22_014,Tianjin,Bank,No Money,06Sep2019,0,100,100,1,smaller than 40,0,,0,1,0,0,5,0,0,1,0,0,0,Chang Wei,1,1,smaller than 40,1,1,1,2,1,1,0,5,1,16Sep2019,9,,,0,0,0,0,,0,0,11.38,4.09
22_015,Tianjin,Hotel,Money,04Sep2019,0,0,0,0,40+,1,0,0,1,0,0,5,2,1,0,0,0,0,Li Qiang,1,0,40+,1,0,0,1,0,0,0,5,0,11Sep2019,9,,,0,1,1,1,1,1,0,11.38,4.09
22_017,Tianjin,Bank,No Money,04Sep2019,100,100,100,0,smaller than 40,0,1,1,1,1,0,6,3,0,1,0,0,0,Wang Lei,0,,,,,,,1,1,,,,11Sep2019,9,5,5,0,0,0,0,,0,0,11.38,4.09
22_018,Tianjin,Hotel,Money,05Sep2019,100,100,100,1,smaller than 40,1,0,0,1,0,0,6,3,1,0,0,0,0,Chang Wei,1,0,smaller than 40,0,1,1,3 or more,1,1,0,5,2,12Sep2019,2,0,,0,0,0,0,0,0,0,11.38,4.09
22_019,Tianjin,Public Place,No Money,05Sep2019,0,100,100,0,smaller than 40,1,1,1,1,1,1,6,1,0,0,0,1,0,Li Qiang,1,0,smaller than 40,1,1,1,3 or more,1,1,1,5,2,12Sep2019,2,0,,0,0,0,0,,0,0,11.38,4.09
