id,city,institution,money,dropoff_day,email,wallet_recovery,wallet_totalrecovery,male,age40,computer,coworkers,other_bystanders,security_cam,security_guard,english,understood_situation,busy,hotel,bank,cultural,public,postal,name_owner,record,o_male,o_age40,o_computer,o_coworkers,o_other_bystanders,o_employees_handle,o_security_cam,o_security_guard,o_english,o_understood_situation,o_busy,revisit_day,r_employees_handle,r_hnsty_nocontact,r_hnsty_takeaway,r_knwres,keymissing,cardmissing,notemissing,moneymissing,wcovermissing,wavialabel,rice,cis
22_020,Tianjin,Bank,Money,05Sep2019,100,100,100,0,smaller than 40,1,1,1,1,1,0,6,0,0,1,0,0,0,Wang Lei,0,,,,,,,1,1,,,,12Sep2019,2,5,5,0,0,0,0,0,0,0,11.38,4.09
22_021,Tianjin,Hotel,Money,04Sep2019,100,100,100,0,40+,1,1,1,1,0,0,5,2,1,0,0,0,0,Chang Wei,1,0,smaller than 40,1,0,1,2,1,0,1,5,2,11Sep2019,2,,0,0,0,0,0,0,0,0,11.38,4.09
22_022,Tianjin,Hotel,No Money,04Sep2019,0,100,100,0,smaller than 40,1,1,1,1,1,0,1,2,1,0,0,0,0,Chang Wei,0,,,,,,,1,0,,,,11Sep2019,1,,,0,0,0,0,,0,0,11.38,4.09
22_023,Tianjin,Cultural Attractions,Money,03Sep2019,0,0,0,1,smaller than 40,0,1,1,0,0,1,4,0,0,0,1,0,0,Li Qiang,0,,,,,,,0,0,,,,10Sep2019,9,6,6,0,1,1,1,1,1,0,11.38,4.09
22_024,Tianjin,Public Place,No Money,04Sep2019,0,0,0,0,40+,1,1,1,1,0,0,4,6,0,0,0,1,0,Wang Lei,1,0,40+,1,1,1,2,1,1,0,6,5,11Sep2019,,,,,1,1,1,,1,1,11.38,4.09
22_025,Tianjin,Bank,No Money,04Sep2019,0,100,100,0,40+,1,1,1,1,1,0,6,1,0,1,0,0,0,Chang Wei,0,,,,,,,1,1,,,,11Sep2019,1,6,6,0,0,0,0,,0,0,11.38,4.09
22_026,Tianjin,Public Place,Money,03Sep2019,100,100,100,0,smaller than 40,1,1,1,1,,0,5,2,0,0,0,1,0,Li Qiang,1,0,smaller than 40,1,1,1,3 or more,1,1,1,6,2,10Sep2019,2,6,6,0,0,0,0,0,0,0,11.38,4.09
22_028,Tianjin,Postal Office,No Money,03Sep2019,0,100,100,0,smaller than 40,1,1,1,1,0,0,6,0,0,0,0,0,1,Wang Lei,1,0,smaller than 40,0,0,0,3 or more,1,0,0,5,1,10Sep2019,2,6,6,0,0,0,0,,0,0,11.38,4.09
22_029,Tianjin,Postal Office,Money,05Sep2019,0,100,100,0,smaller than 40,,1,0,1,0,0,5,1,0,0,0,0,1,Chang Wei,1,0,smaller than 40,1,1,1,3 or more,1,0,1,5,2,12Sep2019,2,5,5,0,0,0,0,0,0,0,11.38,4.09
22_030,Tianjin,Bank,No Money,04Sep2019,0,100,100,0,smaller than 40,0,1,1,1,1,1,5,0,0,1,0,0,0,Li Qiang,0,,,,,,,1,1,,,,11Sep2019,2,0,0,0,0,0,0,,0,0,11.38,4.09
22_031,Tianjin,Hotel,No Money,05Sep2019,0,100,100,0,smaller than 40,1,1,1,1,1,1,5,4,1,0,0,0,0,Chang Wei,1,0,smaller than 40,1,1,1,3 or more,1,1,1,5,1,12Sep2019,2,0,1,0,0,0,0,,0,0,11.38,4.09
22_032,Tianjin,Cultural Attractions,Money,05Sep2019,100,100,100,0,40+,1,1,1,1,0,0,6,1,0,0,1,0,0,Li Qiang,0,,,,,,,1,0,,,,12Sep2019,1,,,0,0,0,0,0,0,0,11.38,4.09
22_033,Tianjin,Postal Office,Money,03Sep2019,0,100,100,0,smaller than 40,1,1,0,1,0,0,6,1,0,0,0,0,1,Wang Lei,0,,,,,,,1,0,,,,10Sep2019,2,6,6,0,0,0,0,0,0,0,11.38,4.09
22_034,Tianjin,Bank,No Money,06Sep2019,0,0,0,0,smaller than 40,0,1,1,1,1,1,5,5,0,1,0,0,0,Wang Lei,1,0,smaller than 40,0,1,,3 or more,1,0,0,6,3,16Sep2019,,,,,1,1,1,,1,0,11.38,4.09
22_035,Tianjin,Hotel,Money,05Sep2019,0,100,100,1,smaller than 40,1,0,0,1,0,0,6,0,1,0,0,0,0,Li Qiang,0,,,,,,,1,0,,,,12Sep2019,2,1,6,0,0,0,0,0,0,0,11.38,4.09
22_036,Tianjin,Postal Office,No Money,04Sep2019,100,100,100,0,smaller than 40,1,1,1,1,1,0,2,1,0,0,0,0,1,Chang Wei,1,0,40+,1,1,1,3 or more,1,1,0,5,2,11Sep2019,2,,,0,0,0,0,,0,0,11.38,4.09
22_037,Tianjin,Cultural Attractions,No Money,05Sep2019,0,100,100,0,smaller than 40,0,1,1,,0,0,5,1,0,0,1,0,0,Li Qiang,0,,,,,,,0,0,,,,12Sep2019,2,,,0,0,0,0,,0,0,11.38,4.09
22_038,Tianjin,Hotel,Money,03Sep2019,0,100,100,0,smaller than 40,1,0,0,1,0,0,5,2,1,0,0,0,0,Chang Wei,1,0,smaller than 40,1,0,0,1,1,0,0,5,0,10Sep2019,2,,,0,0,0,0,0,0,0,11.38,4.09
22_039,Tianjin,Public Place,No Money,05Sep2019,0,100,100,1,40+,1,1,1,1,0,0,6,6,0,0,0,1,0,Wang Lei,1,1,40+,0,1,1,2,1,0,0,5,4,12Sep2019,2,3,3,0,0,0,0,,0,0,11.38,4.09
22_040,Tianjin,Bank,Money,03Sep2019,0,100,100,0,smaller than 40,1,1,1,1,1,1,6,2,0,1,0,0,0,Wang Lei,0,,,,,,,1,1,,,,10Sep2019,9,5,5,0,0,0,0,0,0,0,11.38,4.09
22_041,Tianjin,Hotel,No Money,06Sep2019,0,0,0,1,smaller than 40,0,1,1,1,0,0,6,6,1,0,0,0,0,Li Qiang,0,,,,,,,1,0,,,,16Sep2019,,,,,1,1,1,,1,0,11.38,4.09
22_042,Tianjin,Postal Office,Money,04Sep2019,100,100,100,1,smaller than 40,1,0,1,1,0,0,5,3,0,0,0,0,1,Chang Wei,1,1,smaller than 40,1,0,1,1,1,0,0,6,4,11Sep2019,,,,,0,0,0,0,0,0,11.38,4.09
22_043,Tianjin,Cultural Attractions,Money,04Sep2019,0,0,0,0,40+,1,1,1,1,0,0,5,2,0,0,1,0,0,Chang Wei,1,0,smaller than 40,1,1,1,3 or more,1,0,0,5,1,11Sep2019,2,,0,0,1,1,1,1,1,1,11.38,4.09
22_044,Tianjin,Bank,No Money,05Sep2019,0,100,100,0,40+,0,1,0,1,1,0,2,0,0,1,0,0,0,Wang Lei,0,,,,,,,1,0,,,,12Sep2019,1,,,0,0,0,0,,0,0,11.38,4.09
22_045,Tianjin,Public Place,No Money,03Sep2019,0,100,100,1,smaller than 40,1,1,1,1,0,1,6,2,0,0,0,1,0,Wang Lei,0,,,,,,,1,0,,,,10Sep2019,2,5,5,0,0,0,0,,0,0,11.38,4.09
22_046,Tianjin,Cultural Attractions,Money,06Sep2019,0,0,0,0,smaller than 40,1,1,1,1,0,1,6,0,0,0,1,0,0,Li Qiang,1,0,40+,1,1,1,3 or more,1,0,0,5,1,16Sep2019,9,,,0,1,1,1,1,1,0,11.38,4.09
22_047,Tianjin,Cultural Attractions,Money,05Sep2019,100,100,100,0,40+,0,1,0,,0,0,6,0,0,0,1,0,0,Wang Lei,1,0,smaller than 40,1,1,0,2,1,0,0,5,1,12Sep2019,2,0,6,0,0,0,0,0,0,0,11.38,4.09
22_048,Tianjin,Bank,No Money,04Sep2019,0,0,0,1,smaller than 40,1,1,1,1,0,0,5,3,0,1,0,0,0,Chang Wei,0,,,,,,,1,1,,,,11Sep2019,9,,,0,1,1,1,,1,0,11.38,4.09
22_049,Tianjin,Public Place,No Money,04Sep2019,0,0,0,0,smaller than 40,0,1,1,1,0,0,5,6,0,0,0,1,0,Chang Wei,1,0,smaller than 40,1,1,1,2,1,0,1,6,2,11Sep2019,2,,,0,1,1,1,,1,1,11.38,4.09
22_050,Tianjin,Postal Office,Money,04Sep2019,0,100,100,0,smaller than 40,0,1,1,1,0,0,6,6,0,0,0,0,1,Wang Lei,0,,,,,,,1,0,,,,11Sep2019,2,,,0,0,0,0,0,0,0,11.38,4.09
22_051,Tianjin,Bank,No Money,06Sep2019,0,100,100,1,smaller than 40,1,1,1,1,1,1,6,1,0,1,0,0,0,Li Qiang,0,,,,,,,1,0,,,,16Sep2019,2,6,6,0,0,0,0,,0,0,11.38,4.09
22_052,Tianjin,Hotel,No Money,06Sep2019,0,100,100,0,smaller than 40,1,1,0,1,0,0,6,1,1,0,0,0,0,Wang Lei,1,0,smaller than 40,1,1,0,2,1,0,0,5,1,16Sep2019,2,4,4,0,0,0,0,,0,0,11.38,4.09
22_053,Tianjin,Bank,No Money,06Sep2019,0,100,100,0,40+,1,1,0,1,1,1,6,2,0,1,0,0,0,Chang Wei,1,0,smaller than 40,1,1,0,2,1,1,1,6,2,16Sep2019,2,4,4,0,0,0,0,,0,0,11.38,4.09
22_054,Tianjin,Bank,Money,06Sep2019,0,100,100,0,smaller than 40,0,1,1,1,1,0,6,3,0,1,0,0,0,Wang Lei,0,,,,,,,1,1,,,,16Sep2019,2,5,6,0,0,0,0,0,0,0,11.38,4.09
20_001,Guangzhou,Public Place,No Money,29Aug2019,0,100,100,0,smaller than 40,1,0,0,1,0,0,6,0,0,0,0,1,0,Chang Wei,0,,,,,,,1,0,,,,05Sep2019,2,6,6,0,0,0,0,,0,0,73.31,4.09
20_002,Guangzhou,Postal Office,Money,31Aug2019,0,100,0,1,smaller than 40,1,1,0,1,0,0,6,4,0,0,0,0,1,Li Qiang,0,,,,,,,1,0,,,,07Sep2019,3 or more,,,0,0,1,0,1,0,0,73.31,4.09
20_003,Guangzhou,Public Place,Money,26Aug2019,0,100,0,0,smaller than 40,1,0,1,1,1,0,6,6,0,0,0,1,0,Chang Wei,1,0,smaller than 40,1,0,1,1,1,0,0,6,3,02Sep2019,1,1,,0,0,0,0,1,0,0,73.31,4.09
20_004,Guangzhou,Postal Office,No Money,31Aug2019,0,100,100,0,40+,1,0,1,1,0,0,6,6,0,0,0,0,1,Li Qiang,1,0,smaller than 40,1,0,1,1,1,0,0,6,6,07Sep2019,3 or more,,2,0,0,0,0,,0,0,73.31,4.09
20_005,Guangzhou,Hotel,No Money,31Aug2019,100,100,100,0,smaller than 40,1,1,0,1,0,0,6,0,1,0,0,0,0,Wang Lei,0,,,,,,,1,0,,,,07Sep2019,3 or more,0,,0,0,0,0,,0,0,73.31,4.09
20_006,Guangzhou,Bank,Money,29Aug2019,100,100,100,1,smaller than 40,0,1,0,1,1,1,6,3,0,1,0,0,0,Li Qiang,0,,,,,,,1,0,,,,05Sep2019,2,0,2,0,0,0,0,0,0,0,73.31,4.09
20_007,Guangzhou,Public Place,No Money,27Aug2019,0,100,100,0,smaller than 40,1,1,1,1,0,0,6,6,0,0,0,1,0,Wang Lei,0,,,,,,,1,0,,,,03Sep2019,2,0,0,0,0,0,0,,0,0,73.31,4.09
20_008,Guangzhou,Public Place,Money,29Aug2019,100,100,100,0,smaller than 40,1,1,0,1,1,0,6,4,0,0,0,1,0,Wang Lei,1,0,smaller than 40,1,1,0,2,1,1,1,6,2,05Sep2019,3 or more,6,6,0,0,0,0,0,0,0,73.31,4.09
20_009,Guangzhou,Hotel,Money,26Aug2019,0,0,0,0,smaller than 40,1,1,1,1,1,0,6,6,1,0,0,0,0,Wang Lei,0,,,,,,,1,0,,,,02Sep2019,9,,,0,1,1,1,1,1,0,73.31,4.09
20_010,Guangzhou,Postal Office,No Money,31Aug2019,0,100,100,1,40+,1,0,0,1,0,0,6,5,0,0,0,0,1,Wang Lei,1,1,40+,1,0,0,1,1,0,0,6,3,07Sep2019,1,0,0,0,0,0,0,,0,0,73.31,4.09
20_011,Guangzhou,Hotel,No Money,30Aug2019,0,100,100,0,smaller than 40,1,1,0,1,0,0,6,3,1,0,0,0,0,Li Qiang,0,,,,,,,1,0,,,,06Sep2019,1,3,0,0,0,0,0,,0,0,73.31,4.09
20_012,Guangzhou,Cultural Attractions,Money,30Aug2019,0,100,100,0,smaller than 40,1,0,1,1,0,0,3,5,0,0,1,0,0,Wang Lei,1,0,smaller than 40,0,0,1,1,0,0,0,6,0,06Sep2019,2,4,6,0,0,0,0,0,0,0,73.31,4.09
20_013,Guangzhou,Postal Office,Money,31Aug2019,0,100,0,0,smaller than 40,1,1,1,1,0,0,6,6,0,0,0,0,1,Li Qiang,1,0,40+,1,0,1,1,1,0,0,6,5,07Sep2019,1,3,6,0,0,0,1,0,0,0,73.31,4.09
20_014,Guangzhou,Hotel,Money,30Aug2019,0,100,100,1,smaller than 40,1,1,1,1,1,0,6,5,1,0,0,0,0,Wang Lei,1,1,smaller than 40,1,1,1,3 or more,1,0,0,6,6,06Sep2019,3 or more,1,5,0,0,0,0,0,0,0,73.31,4.09
20_015,Guangzhou,Hotel,No Money,31Aug2019,0,100,100,0,smaller than 40,1,0,0,1,1,0,6,3,1,0,0,0,0,Li Qiang,1,0,smaller than 40,1,0,0,1,1,0,0,6,3,07Sep2019,1,0,0,0,0,0,0,,0,0,73.31,4.09
20_016,Guangzhou,Postal Office,Money,31Aug2019,0,100,100,0,smaller than 40,1,1,1,1,1,0,6,6,0,0,0,0,1,Wang Lei,0,,,,,,,1,0,,,,07Sep2019,2,0,4,0,0,0,0,0,0,0,73.31,4.09
20_017,Guangzhou,Bank,Money,30Aug2019,0,100,100,1,smaller than 40,1,0,1,1,1,1,5,6,0,1,0,0,0,Wang Lei,1,1,smaller than 40,1,0,1,1,1,0,1,5,5,06Sep2019,1,0,6,0,0,0,0,0,0,0,73.31,4.09
20_018,Guangzhou,Cultural Attractions,Money,30Aug2019,100,100,0,1,smaller than 40,1,1,1,1,1,0,6,5,0,0,1,0,0,Li Qiang,0,,,,,,,1,0,,,,06Sep2019,3 or more,2,6,0,0,0,0,1,0,0,73.31,4.09
20_019,Guangzhou,Cultural Attractions,Money,30Aug2019,0,0,0,1,smaller than 40,0,1,1,1,1,0,5,4,0,0,1,0,0,Chang Wei,1,1,40+,0,1,1,1,,1,0,4,2,06Sep2019,2,0,6,0,1,1,1,1,1,0,73.31,4.09
20_020,Guangzhou,Hotel,No Money,26Aug2019,0,100,100,0,smaller than 40,1,1,0,1,0,0,6,4,1,0,0,0,0,Chang Wei,0,,,,,,,1,0,,,,02Sep2019,2,0,0,0,0,0,0,,0,0,73.31,4.09
20_021,Guangzhou,Hotel,No Money,29Aug2019,100,100,100,0,smaller than 40,1,1,0,1,1,1,6,5,1,0,0,0,0,Wang Lei,1,0,smaller than 40,1,1,0,3 or more,1,0,1,6,2,05Sep2019,3 or more,2,5,0,0,0,0,,0,0,73.31,4.09
20_022,Guangzhou,Postal Office,Money,31Aug2019,100,100,0,0,smaller than 40,1,1,1,1,0,0,6,4,0,0,0,0,1,Chang Wei,0,,,,,,,1,0,,,,07Sep2019,2,6,6,0,0,0,0,1,0,0,73.31,4.09
20_023,Guangzhou,Bank,Money,27Aug2019,0,0,0,1,smaller than 40,0,1,0,1,1,1,6,3,0,1,0,0,0,Li Qiang,1,1,smaller than 40,0,0,0,1,1,0,1,6,0,03Sep2019,9,,,0,1,1,1,1,1,0,73.31,4.09
20_024,Guangzhou,Cultural Attractions,No Money,31Aug2019,0,100,100,1,40+,0,0,0,0,1,0,6,0,0,0,1,0,0,Chang Wei,1,1,40+,0,0,0,2,0,0,0,6,0,07Sep2019,3 or more,0,3,0,0,0,0,,0,0,73.31,4.09
20_025,Guangzhou,Public Place,No Money,27Aug2019,100,100,100,0,smaller than 40,1,1,1,1,1,1,6,5,0,0,0,1,0,Chang Wei,1,0,smaller than 40,1,1,1,1,1,0,1,5,4,03Sep2019,3 or more,,0,0,0,0,0,,0,0,73.31,4.09
20_026,Guangzhou,Postal Office,Money,29Aug2019,0,100,0,1,smaller than 40,1,1,1,1,1,0,6,6,0,0,0,0,1,Wang Lei,0,,,,,,,1,0,,,,05Sep2019,1,0,4,0,0,0,0,1,0,0,73.31,4.09
20_027,Guangzhou,Public Place,No Money,30Aug2019,0,0,0,1,40+,1,1,0,1,0,0,5,4,0,0,0,1,0,Li Qiang,1,1,40+,1,1,0,2,1,0,0,6,0,06Sep2019,9,,,,1,1,1,,1,0,73.31,4.09
20_028,Guangzhou,Bank,No Money,27Aug2019,100,100,100,0,smaller than 40,0,1,0,1,1,1,6,2,0,1,0,0,0,Wang Lei,0,,,,,,,1,0,,,,03Sep2019,1,1,4,0,0,0,0,,0,0,73.31,4.09
20_029,Guangzhou,Postal Office,No Money,31Aug2019,0,100,100,1,smaller than 40,1,0,1,1,1,0,6,5,0,0,0,0,1,Wang Lei,0,,,,,,,1,0,,,,07Sep2019,9,0,0,0,0,0,0,,0,0,73.31,4.09
20_030,Guangzhou,Cultural Attractions,Money,31Aug2019,100,100,100,0,40+,0,0,1,0,0,0,6,0,0,0,1,0,0,Chang Wei,1,0,40+,0,0,0,1,0,0,0,2,0,07Sep2019,3 or more,0,6,0,0,0,0,0,0,0,73.31,4.09
20_031,Guangzhou,Public Place,No Money,30Aug2019,0,100,100,1,40+,0,1,1,1,1,0,6,3,0,0,0,1,0,Li Qiang,0,,,,,,,1,1,,,,06Sep2019,3 or more,0,6,0,0,0,0,,0,0,73.31,4.09
20_032,Guangzhou,Cultural Attractions,No Money,30Aug2019,0,100,100,0,smaller than 40,1,1,0,1,1,0,6,6,0,0,1,0,0,Li Qiang,1,0,40+,1,1,1,2,1,1,,6,3,06Sep2019,3 or more,0,0,0,0,0,0,,0,0,73.31,4.09
20_033,Guangzhou,Bank,Money,29Aug2019,0,100,100,0,smaller than 40,0,1,0,1,1,1,6,4,0,1,0,0,0,Chang Wei,0,,,,,,,1,0,,,,05Sep2019,2,3,6,0,0,0,0,0,0,0,73.31,4.09
20_034,Guangzhou,Postal Office,No Money,31Aug2019,0,100,100,1,40+,1,1,1,1,0,1,6,4,0,0,0,0,1,Wang Lei,1,1,40+,1,1,1,3 or more,1,0,1,6,5,07Sep2019,3 or more,0,6,0,0,0,0,,0,0,73.31,4.09
20_035,Guangzhou,Public Place,No Money,29Aug2019,0,0,0,1,smaller than 40,1,1,1,1,0,0,6,4,0,0,0,1,0,Li Qiang,0,,,,,,,1,0,,,,05Sep2019,9,0,0,0,1,1,1,,1,0,73.31,4.09
20_036,Guangzhou,Bank,Money,27Aug2019,0,0,0,0,smaller than 40,1,1,1,1,1,0,6,6,0,1,0,0,0,Li Qiang,0,,,,,,,1,0,,,,03Sep2019,2,4,,,1,1,1,1,1,0,73.31,4.09
20_037,Guangzhou,Public Place,No Money,30Aug2019,0,100,100,1,40+,1,0,0,1,0,0,5,4,0,0,0,1,0,Wang Lei,1,1,40+,,0,0,1,0,0,0,5,0,06Sep2019,9,,,0,0,0,0,,0,0,73.31,4.09
20_038,Guangzhou,Bank,No Money,29Aug2019,100,100,100,0,smaller than 40,1,1,0,1,1,1,6,3,0,1,0,0,0,Wang Lei,1,0,smaller than 40,1,1,0,3 or more,1,0,1,6,0,05Sep2019,3 or more,0,0,0,0,0,0,,0,0,73.31,4.09
20_039,Guangzhou,Bank,Money,27Aug2019,0,100,100,0,smaller than 40,0,1,1,1,1,1,6,5,0,1,0,0,0,Chang Wei,0,,,,,,,1,0,,,,03Sep2019,2,0,5,0,0,0,0,0,0,0,73.31,4.09
20_040,Guangzhou,Public Place,No Money,30Aug2019,0,100,100,1,smaller than 40,1,1,0,1,0,1,6,6,0,0,0,1,0,Chang Wei,0,,,,,,,1,0,,,,06Sep2019,1,0,3,0,0,0,0,,0,0,73.31,4.09
20_041,Guangzhou,Cultural Attractions,No Money,26Aug2019,0,100,100,0,smaller than 40,1,1,1,1,0,0,6,5,0,0,1,0,0,Chang Wei,1,0,smaller than 40,1,1,1,2,1,0,0,6,0,02Sep2019,3 or more,3,6,0,0,0,0,,0,0,73.31,4.09
20_042,Guangzhou,Bank,No Money,27Aug2019,0,0,0,0,smaller than 40,0,1,1,1,1,0,6,6,0,1,0,0,0,Chang Wei,1,0,smaller than 40,0,1,1,1,1,0,0,6,6,03Sep2019,9,,,0,1,1,1,,1,0,73.31,4.09
20_043,Guangzhou,Cultural Attractions,Money,31Aug2019,100,100,100,0,smaller than 40,1,1,0,1,1,0,6,5,0,0,1,0,0,Chang Wei,0,,,,,,,1,0,,,,07Sep2019,3 or more,3,5,0,0,0,0,0,0,0,73.31,4.09
20_044,Guangzhou,Cultural Attractions,Money,30Aug2019,0,100,0,0,smaller than 40,1,1,1,1,1,1,6,5,0,0,1,0,0,Chang Wei,1,0,smaller than 40,1,1,1,2,1,0,1,6,4,06Sep2019,3 or more,0,6,0,0,0,0,1,0,0,73.31,4.09
20_045,Guangzhou,Cultural Attractions,No Money,31Aug2019,0,100,100,1,40+,0,1,0,1,1,0,5,0,0,0,1,0,0,Li Qiang,0,,,,,,,0,1,,,,07Sep2019,3 or more,0,6,0,0,0,0,,0,0,73.31,4.09
20_046,Guangzhou,Hotel,Money,27Aug2019,0,100,100,0,smaller than 40,1,1,1,1,1,0,6,6,1,0,0,0,0,Li Qiang,1,0,smaller than 40,1,1,1,1,1,0,0,6,6,03Sep2019,3 or more,0,,0,0,0,0,0,0,0,73.31,4.09
20_047,Guangzhou,Postal Office,No Money,31Aug2019,0,100,100,0,smaller than 40,1,1,0,1,0,0,6,4,0,0,0,0,1,Wang Lei,1,0,smaller than 40,1,0,0,2,1,0,0,6,3,07Sep2019,3 or more,0,4,0,0,0,0,,0,0,73.31,4.09
20_048,Guangzhou,Bank,Money,29Aug2019,0,100,0,0,smaller than 40,0,1,0,1,1,1,6,2,0,1,0,0,0,Chang Wei,0,,,,,,,1,0,,,,05Sep2019,2,0,,0,0,0,0,1,0,0,73.31,4.09
20_049,Guangzhou,Hotel,Money,29Aug2019,100,100,0,0,smaller than 40,1,1,0,1,0,1,6,3,1,0,0,0,0,Li Qiang,0,,,,,,,1,0,,,,05Sep2019,2,0,5,0,0,0,0,1,0,0,73.31,4.09
20_050,Guangzhou,Hotel,Money,26Aug2019,0,100,100,0,smaller than 40,1,0,1,0,1,0,6,6,1,0,0,0,0,Li Qiang,0,,,,,,,1,0,,,,02Sep2019,9,5,5,0,0,0,0,0,0,0,73.31,4.09
755_001,Shenzhen,Cultural Attractions,Money,24Aug2019,0,100,0,1,smaller than 40,1,0,1,1,1,0,4,2,0,0,1,0,0,Chang Wei,1,1,smaller than 40,0,1,1,2,1,1,0,4,2,31Aug2019,9,0,3,0,0,1,0,0,0,0,73.31,4.27
755_003,Shenzhen,Postal Office,Money,24Aug2019,0,100,100,0,40+,1,1,0,1,0,0,2,1,0,0,0,0,1,Li Qiang,0,,,,,,,1,0,,,,31Aug2019,2,,,0,0,0,0,0,0,0,73.31,4.27
755_004,Shenzhen,Postal Office,Money,24Aug2019,0,100,100,1,smaller than 40,1,1,1,,0,0,5,1,0,0,0,0,1,Wang Lei,0,,,,,,,1,0,,,,31Aug2019,2,,6,0,0,0,0,0,0,0,73.31,4.27
755_005,Shenzhen,Postal Office,No Money,24Aug2019,0,0,0,1,smaller than 40,1,0,0,1,0,0,5,0,0,0,0,0,1,Wang Lei,0,,,,,,,1,0,,,,31Aug2019,1,0,,0,1,1,1,,1,0,73.31,4.27
755_006,Shenzhen,Postal Office,No Money,24Aug2019,0,0,0,1,smaller than 40,0,1,1,1,0,0,0,0,0,0,0,0,1,Wang Lei,1,1,40+,1,1,1,3 or more,1,0,0,0,2,31Aug2019,9,5,6,0,1,1,1,,1,0,73.31,4.27
755_007,Shenzhen,Postal Office,Money,24Aug2019,0,100,100,0,40+,0,1,1,1,0,0,5,3,0,0,0,0,1,Wang Lei,1,0,smaller than 40,1,1,1,3 or more,1,0,0,2,4,31Aug2019,2,3,6,0,0,0,0,0,0,0,73.31,4.27
755_008,Shenzhen,Hotel,Money,25Aug2019,0,100,0,0,smaller than 40,1,1,0,1,0,0,5,2,1,0,0,0,0,Li Qiang,0,,,,,,,1,0,,,,01Sep2019,2,6,6,0,0,1,0,1,0,0,73.31,4.27
755_009,Shenzhen,Postal Office,No Money,25Aug2019,0,100,100,1,40+,0,1,1,,0,0,1,3,0,0,0,0,1,Chang Wei,1,1,40+,0,1,1,3 or more,1,0,0,6,1,01Sep2019,9,0,,0,0,0,0,,0,0,73.31,4.27
755_010,Shenzhen,Hotel,No Money,25Aug2019,0,100,100,0,smaller than 40,1,1,0,1,0,1,4,1,1,0,0,0,0,Li Qiang,1,0,smaller than 40,1,1,1,1,1,0,1,6,2,01Sep2019,2,,6,0,0,0,0,,0,0,73.31,4.27
755_011,Shenzhen,Hotel,No Money,25Aug2019,100,100,100,0,smaller than 40,1,1,1,1,0,1,5,3,1,0,0,0,0,Li Qiang,1,0,smaller than 40,1,1,1,3 or more,1,0,0,6,2,01Sep2019,3 or more,6,6,0,0,0,0,,0,0,73.31,4.27
755_012,Shenzhen,Hotel,No Money,25Aug2019,0,100,100,0,smaller than 40,1,1,0,1,0,1,4,5,1,0,0,0,0,Wang Lei,1,0,smaller than 40,1,1,0,3 or more,1,0,0,4,2,01Sep2019,9,,6,0,0,0,0,,0,0,73.31,4.27
755_013,Shenzhen,Postal Office,Money,25Aug2019,100,100,100,0,smaller than 40,1,1,1,1,0,0,4,3,0,0,0,0,1,Li Qiang,1,0,smaller than 40,1,1,1,2,1,0,1,6,2,01Sep2019,1,0,6,0,0,0,0,0,0,0,73.31,4.27
755_014,Shenzhen,Hotel,Money,27Aug2019,0,100,100,0,smaller than 40,1,1,1,1,1,1,2,6,1,0,0,0,0,Li Qiang,0,,,,,,,1,0,,,,03Sep2019,2,6,6,0,0,0,0,0,0,0,73.31,4.27
755_015,Shenzhen,Cultural Attractions,No Money,27Aug2019,0,0,0,0,smaller than 40,0,1,0,,1,0,0,0,0,0,1,0,0,Chang Wei,1,0,smaller than 40,0,1,0,2,1,0,0,6,0,03Sep2019,9,0,0,0,1,1,1,,1,0,73.31,4.27
755_016,Shenzhen,Postal Office,No Money,25Aug2019,0,100,100,1,40+,1,1,1,1,0,0,0,2,0,0,0,0,1,Wang Lei,1,1,40+,1,1,1,2,1,0,0,0,0,01Sep2019,2,,,0,0,0,0,,0,0,73.31,4.27
755_017,Shenzhen,Hotel,Money,25Aug2019,0,100,100,1,smaller than 40,1,0,1,1,0,1,5,4,1,0,0,0,0,Wang Lei,0,,,,,,,1,0,,,,01Sep2019,9,,,0,0,0,0,0,0,0,73.31,4.27
755_018,Shenzhen,Hotel,No Money,25Aug2019,0,100,100,1,40+,1,0,0,1,0,1,6,3,1,0,0,0,0,Wang Lei,1,1,40+,1,1,0,2,1,0,1,6,2,01Sep2019,9,,,0,0,0,0,,0,0,73.31,4.27
755_020,Shenzhen,Hotel,No Money,26Aug2019,0,100,100,0,smaller than 40,1,1,1,1,0,1,4,2,1,0,0,0,0,Wang Lei,0,,,,,,,1,0,,,,02Sep2019,2,,6,0,0,0,0,,0,0,73.31,4.27
755_021,Shenzhen,Hotel,Money,26Aug2019,100,100,100,0,smaller than 40,1,1,0,1,0,0,4,3,1,0,0,0,0,Chang Wei,1,0,smaller than 40,1,1,0,3 or more,1,0,1,6,2,02Sep2019,2,6,6,0,0,0,0,0,0,0,73.31,4.27
755_022,Shenzhen,Postal Office,Money,27Aug2019,0,100,100,0,40+,0,1,1,1,0,0,6,0,0,0,0,0,1,Li Qiang,0,,,,,,,1,0,,,,03Sep2019,9,6,6,0,0,0,0,0,0,0,73.31,4.27
755_023,Shenzhen,Hotel,No Money,27Aug2019,0,100,100,1,smaller than 40,1,1,1,1,0,1,5,2,1,0,0,0,0,Chang Wei,0,,,,,,,1,0,,,,03Sep2019,2,,3,0,0,0,0,,0,0,73.31,4.27
